cryo_sleep_flag,passenger_age,room_service_spend,food_court_spend,shopping_mall_spend,spa_amenities_spend,vr_deck_spend,cabin_deck_tier,transported_or_survived
0,31.966,367.872,978.425,0.0,0.0,0.0,8,0
1,24.375,633.379,0.0,1261.419,0.0,0.0,4,1
0,36.214,0.0,0.0,581.967,810.583,1399.535,3,1
1,21.351,0.0,1465.342,688.506,188.559,241.11,3,1
1,40.198,0.0,325.845,829.237,0.0,1521.13,2,1
1,9.156,139.386,0.0,1197.115,1027.288,0.0,8,0
1,29.769,0.0,500.275,0.0,1233.148,1042.461,4,0
1,55.145,213.601,3614.003,0.0,0.0,0.0,7,0
0,13.995,0.0,1834.203,0.0,0.0,0.0,5,0
0,18.512,0.0,1845.088,0.0,2859.268,187.516,7,0
1,35.195,656.092,972.656,1.681,951.745,0.0,3,0
1,30.514,612.464,649.782,0.0,1053.714,0.0,8,0
0,32.909,0.0,0.0,292.813,1600.184,108.57,2,0
0,34.849,0.0,0.0,189.765,328.776,411.757,7,0
1,36.886,0.0,0.0,0.0,1186.353,1631.777,5,0
0,43.536,0.0,0.0,0.0,1099.868,1283.646,5,0
1,33.737,638.937,0.0,0.0,902.946,1580.94,7,1
0,24.622,823.36,0.0,0.0,0.0,1056.375,5,1
1,37.416,0.0,404.011,31.636,499.265,649.243,1,1
0,54.598,0.0,1432.519,0.0,0.0,0.0,3,0
1,26.143,394.098,1778.129,0.0,324.096,457.366,1,1
0,14.357,0.0,947.741,0.0,0.0,926.633,1,1
0,43.499,0.0,0.0,99.541,0.0,1830.31,3,1
1,26.315,1081.429,0.0,0.0,0.0,1020.603,4,1
0,0.0,757.625,0.0,0.0,0.0,1602.403,6,1
1,39.864,322.683,0.0,0.0,0.0,0.0,2,0
0,20.505,0.0,0.0,84.04,129.681,0.0,8,0
1,26.733,357.408,258.302,0.0,752.489,750.818,7,0
0,32.648,910.727,0.0,677.799,1354.183,1519.0,8,1
1,30.667,0.0,856.771,397.276,0.0,147.51,6,0
0,37.932,1098.224,171.272,130.883,1778.615,213.432,6,0
1,21.903,1060.284,462.655,0.0,1342.472,1021.497,6,0
0,35.183,1301.426,1818.301,383.091,864.503,0.0,6,0
1,24.366,418.408,0.0,556.792,479.014,1987.775,3,1
1,38.343,601.805,952.445,249.906,661.033,0.0,6,0
1,36.615,1139.222,433.232,1068.073,1615.756,0.0,2,1
0,14.904,510.806,49.816,427.397,1655.938,310.57,7,0
1,43.204,0.0,1512.308,681.62,1778.441,2083.382,4,1
0,20.497,0.0,1504.817,244.797,355.46,915.776,3,1
1,39.313,375.061,0.0,548.372,920.464,1088.645,6,0
0,33.142,0.0,231.407,0.0,1787.901,343.455,5,0
1,53.735,126.882,787.454,0.0,0.0,140.004,7,0
0,24.871,932.756,122.392,365.644,0.0,0.0,3,1
0,23.11,0.0,1152.026,361.576,327.64,0.0,4,0
1,27.728,1217.413,787.43,454.263,1299.559,506.086,6,1
0,23.755,949.543,2649.073,786.22,1316.689,1678.177,1,1
0,39.199,0.0,0.0,0.0,56.049,661.34,3,1
1,5.372,573.204,303.077,0.0,0.0,954.78,7,0
0,13.248,222.046,0.0,298.561,580.802,1962.903,7,0
0,13.051,1019.494,1174.929,0.0,0.0,645.205,5,0
0,41.304,858.744,0.0,2061.55,0.0,171.212,7,1
1,51.949,0.0,865.575,458.803,0.0,0.0,3,1
0,26.538,601.721,0.0,126.135,669.019,2423.323,1,1
1,25.636,86.342,0.0,0.0,1807.141,852.875,3,0
0,28.981,273.841,0.0,0.0,352.784,0.0,5,0
0,44.266,0.0,0.0,186.879,542.519,0.0,4,0
0,15.017,1356.289,1751.401,232.71,1611.184,1615.717,5,1
1,31.337,896.04,419.774,0.0,0.0,0.0,4,0
0,41.653,0.0,1203.217,17.035,882.194,2246.526,5,1
0,35.015,0.0,2447.57,922.799,297.251,0.0,2,0
1,30.654,0.0,766.507,945.323,932.663,1793.725,3,1
0,42.015,502.427,0.0,311.139,0.0,811.24,8,0
1,0.0,376.134,1010.703,0.0,0.0,424.524,7,0
1,37.49,1034.536,0.0,471.562,464.56,115.769,3,1
0,18.843,733.448,0.0,1040.398,2124.11,2285.266,1,1
1,2.371,850.22,0.0,937.077,1257.001,1042.412,2,1
0,35.157,432.456,1561.509,581.278,0.0,0.0,1,1
1,47.231,0.0,0.0,966.557,0.0,0.0,3,1
1,26.076,92.796,668.518,199.895,0.0,486.162,1,1
0,41.34,909.058,0.0,521.738,1757.709,298.875,4,0
1,50.572,186.51,973.137,0.0,0.0,0.0,2,0
1,46.409,547.009,0.0,333.669,0.0,241.837,7,0
1,50.96,12.814,279.95,914.539,1763.332,0.0,5,0
1,38.39,0.0,1503.391,0.0,0.0,309.755,4,0
1,29.056,139.826,1398.911,0.0,1951.491,1062.22,6,0
0,5.572,420.881,423.564,224.594,30.996,1867.24,5,1
1,24.555,0.0,0.0,43.069,0.0,1254.333,1,1
0,16.195,66.788,4041.373,533.523,37.914,0.0,3,0
1,58.393,0.0,2545.031,0.0,0.0,687.361,4,0
0,25.538,947.509,1317.21,1132.326,794.902,366.262,2,1
0,29.725,28.604,0.0,0.0,0.0,0.0,5,0
1,35.721,1164.291,313.689,872.091,0.0,718.144,6,1
1,28.61,1213.686,0.0,0.0,67.381,2249.506,4,1
1,51.731,167.32,1966.627,0.0,0.0,334.048,7,0
0,19.283,0.0,765.003,303.21,534.752,0.0,7,0
1,30.725,0.0,0.0,27.42,0.0,331.782,3,1
0,17.605,0.0,0.0,0.0,0.0,0.0,2,1
0,9.52,0.0,1795.426,0.0,510.847,1206.786,2,1
0,19.435,1116.005,2370.117,165.318,76.295,851.108,5,1
1,27.481,295.286,2283.998,716.469,585.473,120.544,4,0
1,21.99,473.243,1358.438,497.574,1058.316,0.0,4,0
0,18.306,0.0,146.85,201.756,0.0,77.154,8,0
0,8.312,0.0,0.0,438.155,239.163,308.688,2,1
1,26.837,796.602,806.592,154.76,0.0,0.0,7,0
0,6.934,406.403,447.805,0.0,582.067,0.0,8,0
1,38.641,124.317,617.979,0.0,0.0,1495.634,1,1
0,29.154,587.148,514.677,56.226,0.0,0.0,2,1
1,7.594,1283.269,0.0,80.034,657.291,475.395,3,1
0,23.671,76.322,1118.89,646.55,1599.967,599.546,4,0
1,17.47,265.09,1208.66,594.09,0.0,638.122,7,0
0,32.468,345.188,1268.807,508.874,0.0,0.0,5,0
1,46.766,1774.871,1585.892,13.042,491.528,0.0,8,0
1,1.748,0.0,1174.862,0.0,0.0,0.0,4,0
0,29.61,664.095,0.0,400.76,0.0,715.497,7,0
0,25.758,145.379,364.996,464.095,1654.642,0.0,2,1
1,37.399,588.402,559.35,0.0,378.397,0.0,3,0
0,30.985,0.0,579.239,0.0,0.0,2533.662,1,1
1,17.472,188.173,1647.861,0.0,0.0,0.0,7,0
0,23.533,682.417,1222.403,236.276,488.294,0.0,7,0
1,16.856,2243.392,2942.812,0.0,1258.63,2291.434,4,1
1,43.064,745.224,3097.763,148.645,0.0,253.171,2,0
1,28.298,0.0,545.579,52.1,804.684,0.0,6,0
1,54.617,0.0,0.0,80.876,1773.378,1527.207,2,1
1,27.151,0.0,1934.199,0.0,2386.645,357.992,2,0
1,18.082,0.0,0.0,0.0,674.345,0.0,3,0
0,6.808,5.441,0.0,0.0,867.483,501.987,8,0
0,2.756,696.339,0.0,382.838,0.0,0.0,8,0
0,5.822,0.0,0.0,489.817,2619.728,0.0,2,0
1,31.74,901.514,1184.724,0.0,0.0,180.723,7,0
1,35.122,537.054,0.0,1021.558,0.0,0.0,2,1
1,5.863,0.0,0.0,0.0,29.273,311.228,2,1
1,40.531,128.006,861.79,1026.904,1972.841,672.127,8,0
0,21.237,1258.909,1197.533,0.0,2738.851,1195.713,4,0
0,30.055,696.806,1219.85,0.0,447.95,1484.321,2,1
1,50.571,225.709,0.0,395.231,1407.893,0.0,3,0
0,40.556,65.506,0.0,309.185,357.524,824.385,6,0
0,24.241,269.796,0.0,189.261,0.0,817.15,4,1
1,15.523,0.0,737.847,0.0,1934.418,644.21,8,0
0,0.0,0.0,2232.573,150.64,0.0,0.0,7,0
1,17.932,1547.416,0.0,0.0,1999.084,0.0,6,0
0,25.044,320.961,185.125,0.684,1738.395,827.102,2,0
1,14.179,478.796,0.0,641.314,985.44,0.0,1,1
1,26.162,182.36,0.0,273.162,2321.872,18.769,6,0
1,29.076,0.0,1610.348,511.573,2765.581,0.0,3,0
1,24.852,99.149,1103.549,40.154,117.232,0.0,8,0
0,18.9,0.0,989.32,0.0,0.0,0.0,1,0
1,30.361,1700.106,1555.231,0.0,0.0,1451.56,3,1
1,34.187,0.0,0.0,0.0,2779.15,1022.513,7,0
1,12.734,0.0,0.0,0.0,0.0,0.0,1,1
0,47.753,0.0,3072.877,0.0,1558.541,1065.838,2,0
1,26.62,1057.249,154.115,124.15,0.0,1232.004,1,1
0,28.264,229.431,1332.159,485.657,2002.092,131.302,7,0
1,37.915,0.0,457.658,19.54,0.0,0.0,6,0
0,31.265,1035.32,0.0,364.697,0.0,81.692,8,0
0,41.344,695.15,0.0,0.0,80.643,197.213,1,1
1,32.02,569.983,0.0,138.171,0.0,0.0,3,1
0,19.426,685.227,1717.322,0.0,965.93,685.399,2,1
1,33.061,1776.335,1395.95,0.0,253.466,593.802,3,1
1,11.988,1640.312,1546.893,65.187,1000.473,767.295,2,1
1,29.52,0.0,0.0,884.708,0.0,592.869,6,1
0,27.535,1275.525,2389.047,377.876,0.0,1066.335,5,1
0,25.086,469.059,0.0,180.209,0.0,111.706,4,0
1,26.2,544.412,705.389,159.063,2559.433,511.874,6,0
1,1.654,0.0,437.577,0.0,557.688,0.0,7,0
0,20.318,109.249,241.351,0.0,0.0,0.0,6,0
1,29.3,0.0,2056.311,409.331,0.0,1705.162,4,1
1,30.238,758.238,0.0,0.0,416.553,0.0,3,1
1,13.613,916.202,0.0,502.11,2339.94,1220.598,6,1
0,45.72,0.0,473.995,0.0,1441.569,0.0,2,0
0,15.874,205.677,0.0,632.312,0.0,0.0,1,1
0,41.572,949.21,4502.86,708.212,2970.191,574.656,8,0
1,33.981,98.659,1261.809,0.0,275.724,0.0,6,0
1,18.953,693.891,0.0,0.0,1680.963,0.0,4,0
1,52.854,448.258,0.0,0.0,0.0,0.0,6,0
0,11.289,442.079,0.0,0.0,0.0,67.532,3,0
1,40.868,43.645,0.0,0.0,0.0,0.0,8,0
1,42.008,0.0,587.93,1537.103,0.0,1981.175,3,1
1,18.611,0.0,2162.794,511.326,2633.298,2186.867,8,0
1,47.495,681.079,1796.027,1243.681,545.986,0.0,3,1
0,24.499,232.648,724.914,634.295,0.0,871.539,2,1
0,32.042,129.967,62.199,0.0,807.886,1201.597,7,0
1,31.645,0.0,772.575,0.0,518.267,870.134,7,0
0,26.12,21.627,0.0,499.524,993.027,0.0,6,0
0,39.351,900.493,2512.037,415.003,1640.485,43.7,8,0
1,39.109,2.091,222.972,0.0,0.0,0.0,3,1
1,3.521,0.0,346.395,0.0,0.0,0.0,5,0
0,46.261,703.374,0.0,2011.146,1220.553,0.0,1,1
1,4.725,86.83,215.478,90.956,1192.566,179.472,7,0
0,42.456,240.407,1453.781,0.0,420.809,0.0,3,0
1,43.774,1264.926,0.0,233.467,2705.31,89.859,7,0
0,12.726,206.636,0.0,34.072,0.0,0.0,8,0
1,22.249,407.969,1401.253,238.728,0.0,517.157,2,1
0,12.52,0.0,0.0,890.69,769.901,0.0,1,1
0,24.991,77.215,1719.361,100.253,0.0,605.109,1,1
0,23.688,616.192,0.0,0.0,855.068,1435.66,4,1
1,38.915,0.0,0.0,79.479,0.0,1968.919,3,1
0,46.344,350.549,0.0,0.0,0.0,0.0,3,0
0,47.54,285.514,903.656,967.383,2389.924,0.0,6,0
1,20.13,246.837,3401.846,825.827,0.0,0.0,2,1
1,25.071,894.153,1387.797,230.214,0.0,783.344,5,1
0,4.432,437.385,0.0,0.0,1597.747,0.0,6,0
0,16.718,1180.747,1812.745,0.0,0.0,0.0,5,0
1,41.508,0.0,69.985,178.469,0.0,436.875,4,1
1,50.618,308.351,2099.382,358.341,944.217,389.133,7,0
1,10.719,274.903,1418.012,0.0,1342.253,696.499,7,0
1,19.706,0.0,0.0,0.0,1652.524,765.86,5,0
1,27.63,841.592,0.0,0.0,0.0,655.524,7,1
0,31.922,1731.038,1583.262,156.899,965.61,503.338,8,0
1,16.666,208.946,631.989,0.0,0.0,358.527,2,1
0,33.937,548.264,0.0,0.0,0.0,998.001,8,0
0,21.366,274.937,0.0,0.0,1633.534,0.0,7,0
0,27.798,0.0,0.0,846.202,0.0,1921.55,4,1
1,35.648,0.0,343.952,0.0,616.025,0.0,3,0
0,28.09,0.0,3102.828,271.062,481.137,0.0,5,0
0,21.891,0.0,1415.92,296.864,0.0,61.901,2,0
1,26.465,1327.666,3078.5,896.833,1372.702,1006.244,2,1
0,26.763,145.179,1508.877,877.043,926.309,0.0,3,0
0,22.82,0.0,1682.975,137.798,0.0,270.469,7,0
1,24.377,797.95,2818.894,0.0,615.163,1132.015,2,1
0,50.381,0.0,902.716,0.0,0.0,1344.244,4,1
0,35.853,0.0,225.327,35.005,1516.783,0.0,4,0
0,23.863,264.247,1689.189,0.0,0.0,0.0,8,0
1,37.757,888.7,2194.608,480.031,0.0,0.0,6,0
1,23.327,546.095,0.0,405.373,708.227,0.0,1,1
1,44.424,381.411,0.0,501.409,369.774,0.0,3,1
0,33.175,270.777,616.627,875.199,1149.254,0.0,7,0
0,26.498,480.153,1447.799,1213.207,0.0,756.096,2,1
1,34.268,351.074,1407.709,239.812,2127.106,438.196,5,0
0,6.008,0.0,0.0,785.7,887.659,816.166,6,1
0,12.225,249.951,2743.927,0.0,1805.69,524.715,8,0
1,11.285,0.0,0.0,833.604,1271.664,1039.556,4,1
1,30.001,272.704,131.922,764.445,297.229,1222.125,3,1
0,52.255,0.0,0.0,734.713,0.0,0.0,7,0
0,59.238,1870.598,3687.995,222.679,0.0,0.0,3,0
0,36.933,194.069,740.485,0.0,2058.52,57.055,7,0
1,35.012,0.0,0.0,0.0,1833.982,276.189,4,0
1,2.785,132.783,1486.708,147.579,0.0,0.0,8,0
1,20.403,557.583,1372.963,1028.487,0.0,1257.625,1,1
1,16.971,1307.687,224.728,0.0,76.041,2378.946,3,1
0,19.308,0.0,1458.728,609.671,0.0,495.47,2,1
1,25.646,0.0,0.0,642.613,35.25,388.558,5,1
1,21.391,750.944,0.0,11.136,891.393,1191.929,5,1
1,0.29,0.0,0.0,907.153,1273.834,0.0,4,1
1,38.471,0.0,0.0,0.0,1399.33,329.892,3,0
1,12.982,52.547,2619.157,0.0,800.28,1327.988,5,0
0,31.349,174.738,2419.714,0.0,0.0,0.0,3,0
0,57.037,667.957,528.946,0.0,0.0,0.0,4,0
1,15.129,0.0,2445.518,358.307,2844.499,104.904,1,0
0,0.0,42.076,257.911,332.421,721.638,236.28,5,0
1,23.996,210.724,157.908,390.635,714.602,0.0,2,1
1,43.413,317.239,517.813,503.806,705.435,2500.969,8,1
0,55.417,283.588,300.094,0.0,766.918,0.0,6,0
0,10.786,503.404,191.764,0.0,0.0,0.0,4,1
1,34.954,768.496,1822.078,391.939,46.523,201.698,6,0
1,21.486,475.212,630.163,0.0,268.318,1253.254,8,0
1,26.517,514.831,1304.978,0.0,1719.645,318.285,8,0
0,65.021,0.0,1687.657,713.953,362.44,809.874,1,1
1,6.958,252.648,915.823,951.257,0.0,0.0,2,1
1,31.552,531.68,0.0,1042.01,783.098,1862.073,6,1
1,34.548,693.812,0.0,274.724,0.0,889.797,2,1
0,43.201,0.0,628.537,520.522,0.0,1400.087,5,1
1,29.372,0.0,244.492,937.126,0.0,683.419,3,1
1,32.313,0.0,554.87,0.0,906.755,1166.128,4,0
0,22.517,568.669,430.735,791.98,1694.637,0.0,2,1
1,31.768,892.023,3550.288,324.222,841.223,0.0,8,0
1,23.195,0.0,0.0,681.679,1005.226,1713.805,5,1
0,36.702,810.176,0.0,274.212,830.35,1937.729,8,1
1,22.825,300.262,848.852,895.904,421.46,0.0,1,1
0,33.279,139.214,0.0,295.173,1076.624,562.223,7,0
0,27.59,82.6,829.281,0.0,0.0,0.0,2,1
1,43.765,705.297,1150.66,983.079,432.197,0.0,1,1
1,27.28,431.626,1990.926,0.0,0.0,599.082,4,0
1,3.178,1699.287,0.0,871.713,1589.193,1498.011,5,1
1,45.667,0.0,0.0,119.464,148.129,774.246,1,1
0,15.32,556.766,964.514,828.566,344.043,0.0,3,1
1,18.847,0.0,1374.556,805.47,0.0,840.604,6,1
0,19.661,0.0,3082.139,410.88,1428.514,0.0,1,0
1,47.242,212.936,1596.845,454.78,1000.061,732.72,1,1
1,0.0,309.279,381.854,406.672,922.643,1766.289,8,1
1,71.928,2116.813,0.0,0.0,0.0,0.0,5,0
0,42.785,100.305,0.0,236.265,0.0,1137.115,5,1
1,31.125,0.0,0.0,0.0,555.959,0.0,2,1
1,27.231,397.457,1236.28,265.865,0.0,1589.744,6,1
1,31.998,0.0,758.397,0.0,788.382,0.0,8,0
1,35.296,160.228,0.0,0.0,0.0,0.0,1,1
0,37.033,230.416,0.0,1068.763,0.0,1030.033,1,1
1,35.778,736.49,1503.057,768.891,2286.429,682.379,5,0
0,29.254,852.854,871.995,167.68,793.434,0.0,7,0
0,25.237,0.0,1132.374,273.47,493.473,0.0,3,0
0,25.882,122.101,909.506,31.167,2493.749,103.144,8,0
0,25.271,0.0,2401.717,489.131,0.0,0.0,7,0
0,43.873,0.0,733.252,0.0,0.0,0.0,8,0
0,36.31,421.432,0.0,726.495,0.0,421.402,5,1
1,0.0,0.0,0.0,28.271,1254.186,0.0,3,0
0,37.183,0.0,749.531,0.0,1273.222,747.866,6,0
0,30.726,0.0,0.0,182.159,0.0,1864.651,7,1
0,27.738,577.294,228.853,0.0,1407.75,144.017,5,0
1,22.561,1390.93,202.992,354.062,0.0,436.659,6,1
1,43.738,0.0,0.0,0.0,1642.804,2419.002,4,1
0,41.265,0.0,0.0,432.373,0.0,0.0,1,1
1,17.18,138.824,1421.589,850.964,174.357,1550.797,6,1
0,33.699,230.204,726.854,0.0,0.0,1424.4,3,1
0,14.397,362.129,572.146,96.878,1471.633,1197.033,4,0
1,8.685,0.0,817.617,428.345,0.0,1656.335,3,1
0,19.226,89.584,561.153,0.0,263.307,594.604,2,1
1,40.074,458.882,1941.435,430.02,867.493,0.0,2,0
1,41.344,896.28,598.115,481.023,909.784,1449.302,1,1
0,35.183,0.0,0.0,776.627,1285.648,1489.484,4,1
0,38.151,0.0,2406.156,0.0,542.237,1460.58,4,0
1,35.226,358.976,894.408,0.0,0.0,346.727,2,1
0,19.019,0.0,0.0,0.0,0.0,0.0,1,1
0,34.047,1345.26,0.0,0.0,338.24,500.93,6,1
0,39.206,0.0,925.097,486.119,584.552,1289.342,2,1
1,38.56,193.16,309.394,0.0,148.111,1375.569,4,1
1,44.645,581.414,2338.976,1476.489,331.124,0.0,3,1
0,37.916,0.0,34.911,895.72,0.0,631.142,7,1
1,32.92,0.0,0.0,177.042,1044.091,0.0,4,0
1,42.982,0.0,1524.955,655.741,509.224,1334.198,1,1
1,27.629,889.136,1560.338,0.0,1412.057,0.0,4,0
1,15.654,1.018,652.382,1583.089,310.177,1124.518,5,1
1,25.717,0.0,1261.628,0.0,0.0,0.0,4,0
0,17.571,821.687,404.775,102.521,0.0,1382.987,5,1
0,18.548,4.996,730.638,0.0,90.077,637.927,2,1
0,25.977,0.0,1847.989,442.321,1127.194,0.0,6,0
1,16.906,317.146,1200.382,0.0,0.0,1025.924,5,1
1,23.689,720.988,246.871,226.927,355.297,0.0,4,1
0,1.489,1768.114,2072.835,0.0,875.043,1087.033,6,1
1,30.986,757.703,0.0,0.0,0.0,12.183,8,0
0,28.017,973.896,2912.488,0.0,392.091,0.0,7,0
0,16.561,0.0,0.0,296.441,0.0,0.0,6,0
0,37.229,0.0,0.0,0.0,0.0,0.0,4,0
1,41.126,260.515,400.899,0.0,0.0,1736.598,4,1
1,5.494,289.66,274.223,541.433,0.0,1246.201,7,1
0,17.322,0.0,1657.693,1627.389,1061.98,2005.054,8,1
0,17.232,106.059,0.0,437.45,0.0,2036.317,1,1
0,14.841,479.556,762.92,0.0,0.0,0.0,2,1
0,39.613,454.256,0.0,0.0,2254.722,102.089,5,0
1,25.286,547.787,804.169,187.69,1366.814,0.0,3,0
1,24.297,409.127,372.273,0.0,0.0,0.0,5,1
0,0.0,0.0,561.523,675.713,0.0,0.0,4,1
0,36.896,0.0,0.0,291.785,576.709,284.515,3,0
1,10.65,0.0,0.0,678.397,666.131,0.0,3,1
1,28.839,1380.104,794.727,0.0,0.0,264.12,5,1
0,31.883,228.743,1582.459,912.28,1584.422,2521.559,7,1
0,47.049,73.846,0.0,76.768,1217.747,0.0,5,0
0,9.677,0.0,0.0,0.0,840.092,504.513,5,0
1,0.0,2128.178,1186.152,1389.299,1802.401,1251.981,5,1
1,30.574,0.0,410.995,0.0,807.519,594.306,7,0
1,53.207,0.0,1446.598,0.0,803.439,607.108,7,0
0,45.345,490.294,0.0,0.0,2023.447,0.0,2,0
0,30.935,610.138,0.0,1574.652,1521.342,56.528,1,1
1,21.117,842.656,0.0,1181.841,0.0,0.0,1,1
1,39.3,1394.946,0.0,1006.6,1006.515,1188.347,5,1
0,14.37,549.002,355.454,0.0,0.0,0.0,1,1
1,34.669,0.0,0.0,1528.66,864.57,1319.643,5,1
1,35.077,52.986,1339.22,376.277,834.275,0.0,5,0
0,42.843,420.091,104.22,717.267,0.0,1310.738,5,1
1,66.635,1564.347,630.569,270.629,175.97,0.0,6,1
0,33.494,0.0,639.161,142.299,601.783,0.0,2,0
0,20.875,1001.675,683.946,29.004,0.0,908.264,4,1
0,27.642,336.944,421.045,52.602,656.181,1275.206,1,1
0,3.233,764.59,1062.721,510.755,1196.488,0.0,1,1
0,18.274,153.703,0.0,375.632,276.348,1056.641,2,1
0,22.27,0.0,2129.302,152.376,557.059,0.0,2,0
0,20.663,708.067,166.155,1015.333,1831.766,0.0,5,0
1,30.133,645.38,0.0,0.0,830.516,1657.029,5,1
0,16.486,851.837,675.688,455.537,530.907,65.147,6,0
0,43.694,211.352,0.0,571.934,0.0,0.0,6,0
1,28.003,0.0,1248.401,812.299,1048.129,0.0,8,0
1,27.87,0.0,3101.527,133.672,673.165,0.0,4,0
1,23.409,752.593,0.0,286.435,1722.113,125.74,1,1
0,30.173,495.528,848.847,722.131,361.566,0.0,2,1
1,39.551,0.0,0.0,1005.053,0.0,487.878,4,1
0,15.86,0.0,994.686,1.7,0.0,227.061,1,1
0,18.786,0.0,0.0,319.506,1119.249,1727.726,4,1
0,23.748,0.0,0.0,1110.001,0.0,745.776,8,1
0,9.158,0.0,0.0,0.0,790.445,780.555,4,1
1,16.53,0.0,1328.581,0.0,435.656,1523.415,7,0
1,21.333,0.0,1658.765,990.868,126.476,0.0,5,0
0,40.241,0.0,478.062,781.821,204.003,0.0,4,0
0,31.676,0.0,0.0,462.569,0.0,1567.319,5,1
0,30.71,1534.684,2357.428,0.0,292.645,442.634,1,1
1,39.913,1034.151,0.0,0.0,0.0,446.319,6,0
0,26.077,0.0,0.0,0.0,0.0,0.0,1,1
0,33.467,397.074,1000.067,1036.885,0.0,0.0,8,0
1,26.555,491.352,0.0,0.0,60.637,1189.058,5,1
1,31.715,994.206,1636.331,226.797,1324.391,1333.889,6,1
0,19.841,0.0,0.0,0.0,167.23,1123.015,7,0
1,0.0,929.869,1174.456,641.953,1436.073,1132.61,3,1
1,26.12,0.0,2131.8,0.0,2001.64,897.481,6,0
0,47.918,0.0,0.0,115.347,1250.439,438.099,4,0
1,40.967,690.689,0.0,0.0,897.915,115.851,8,0
0,41.516,1058.993,359.195,0.0,669.515,1570.84,8,1
1,45.306,1902.141,2295.062,174.297,1261.895,0.0,1,1
0,29.241,0.0,0.0,0.0,408.297,688.478,7,0
0,30.762,674.298,0.0,1348.849,1393.027,0.0,4,1
0,19.353,0.0,1023.769,0.0,985.516,0.0,7,0
1,23.575,729.183,0.0,0.0,0.0,52.038,6,0
0,36.621,0.0,633.031,179.352,1295.436,0.0,3,0
1,44.854,0.0,0.0,0.0,410.628,1137.744,4,1
0,26.048,0.0,3107.196,0.0,193.255,0.0,3,0
0,21.697,271.327,0.0,0.0,0.0,404.191,2,1
1,28.007,0.0,63.897,0.0,492.621,439.134,3,1
0,36.417,648.385,411.023,9.436,1406.109,0.0,1,0
0,7.786,887.482,2745.226,1263.08,1287.834,0.0,6,0
1,0.0,609.725,0.0,213.645,698.733,568.485,5,0
0,20.292,1272.212,2830.445,832.424,969.608,750.164,5,1
0,10.91,490.287,1358.612,453.907,1708.866,85.477,8,0
0,20.886,0.0,950.514,793.763,145.037,1010.733,4,1
0,25.931,1106.195,0.0,0.0,0.0,185.218,6,0
1,21.655,0.0,1135.369,0.0,1741.243,314.336,8,0
1,48.335,811.772,0.0,901.996,0.0,564.237,7,1
0,32.574,1242.927,1969.994,0.0,0.0,1273.35,2,1
1,32.207,516.847,0.0,1156.985,0.0,0.0,8,1
0,36.711,0.0,314.21,1000.978,938.411,0.0,4,0
1,12.056,0.0,0.0,0.0,0.0,0.0,3,1
0,42.548,1079.784,0.0,0.0,0.0,0.0,5,0
0,26.939,110.07,1339.584,0.0,957.06,1797.546,3,1
0,37.387,271.723,1092.55,0.0,1104.113,901.362,5,0
0,12.994,713.236,1900.812,0.0,0.0,0.0,8,0
0,6.247,672.61,0.0,410.134,162.431,0.0,5,0
0,39.45,401.22,1727.005,0.0,0.0,691.406,5,0
1,33.27,84.366,3456.539,508.09,0.0,0.0,8,0
0,15.371,16.766,0.0,521.724,602.837,0.0,6,0
1,15.825,777.634,2724.178,0.0,0.0,1712.208,7,1
0,43.756,579.82,134.206,1037.898,41.363,0.0,8,0
1,11.348,52.755,0.0,457.621,0.0,1302.4,7,1
1,50.997,923.373,83.241,589.831,1556.252,1618.089,7,1
1,15.391,136.128,1707.845,0.0,871.073,0.0,1,0
0,36.937,0.0,0.0,518.532,1182.196,0.0,8,0
0,23.399,0.0,0.0,800.78,1729.468,10.061,6,0
1,36.445,0.0,1162.247,114.779,0.0,0.0,3,0
0,20.382,42.933,453.672,1291.077,0.0,427.086,7,1
1,25.721,1021.921,1151.548,194.676,0.0,84.065,6,0
0,28.573,0.0,735.395,808.84,3764.465,678.609,7,0
1,13.969,342.509,1025.55,334.085,145.456,1766.791,4,1
1,38.372,0.0,0.0,497.892,1452.601,1158.359,2,1
0,20.815,50.799,728.077,0.0,0.0,813.702,4,0
1,24.8,0.0,0.0,377.79,1406.027,0.0,6,0
0,14.079,76.65,1996.12,0.0,2353.35,765.545,3,0
1,0.0,94.092,0.0,0.0,243.691,2108.759,2,1
1,25.326,571.187,1804.617,1146.698,0.0,0.0,4,1
0,61.777,365.133,169.672,50.289,157.324,1023.852,2,1
0,38.984,0.0,692.399,0.0,0.0,132.673,3,0
0,27.73,924.729,0.0,0.0,268.325,0.0,5,0
1,24.32,356.697,0.0,0.0,1213.064,1141.185,3,1
0,28.315,348.956,0.0,972.975,270.667,2095.191,7,1
1,35.66,214.031,0.0,0.0,0.0,1113.992,1,1
1,11.469,0.0,61.309,466.408,890.325,0.0,2,1
0,43.601,361.572,704.255,929.42,974.427,0.0,3,1
0,38.015,529.132,1662.455,0.0,0.0,451.859,5,0
1,38.055,0.0,0.0,467.933,407.705,1216.828,8,0
1,34.139,0.0,0.0,0.0,2989.584,0.0,5,0
0,28.275,54.284,0.0,1539.631,0.0,0.0,3,1
0,37.42,386.511,1026.076,694.373,216.039,3263.1,4,1
0,36.285,995.652,2109.833,62.14,2445.921,1432.585,3,0
0,23.043,0.0,1969.596,0.0,1524.593,1507.635,5,0
0,19.97,0.0,1301.919,106.162,0.0,0.0,8,0
